표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
KR7393890009,393890,더블유씨피,더블유씨피,"W-SCOPE CHUNGJU PLANT CO., LTD.",2022/09/30,KOSDAQ,주권,기술성장기업부,보통주,500,"33,696,518"
KR7299170001,299170,더블유에스아이,더블유에스아이,"WSI Co., Ltd.",2018/09/21,KOSDAQ,주권,중견기업부,보통주,100,"30,027,963"
KR7089230007,089230,더이앤엠,THE E&M,"THE E&M Co., Ltd.",2006/10/10,KOSDAQ,주권,중견기업부,보통주,100,"185,660,126"
KR7224060004,224060,더코디,더코디,THE CODI,2015/12/29,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"4,748,398"
KR7213420003,213420,덕산네오룩스,덕산네오룩스,"DUK SAN NEOLUX CO.,LTD",2015/02/06,KOSDAQ GLOBAL,주권,우량기업부,보통주,200,"24,831,179"
KR7317330009,317330,덕산테코피아,덕산테코피아,"Duksan Techopia Co., Ltd.",2019/08/02,KOSDAQ,주권,우량기업부,보통주,500,"18,377,428"
KR7077360006,077360,덕산하이메탈,덕산하이메탈,"DUK SAN HI METAL CO.,LTD.",2005/10/14,KOSDAQ,주권,우량기업부,보통주,200,"45,437,002"
KR7090410002,090410,덕신하우징,덕신하우징,"DUCKSHIN HOUSING CO., LTD.",2014/08/01,KOSDAQ,주권,벤처기업부,보통주,100,"46,084,095"
KR7263600009,263600,덕우전자,덕우전자,"DERKWOO ELECTRONICS CO.,LTD.",2017/08/28,KOSDAQ,주권,우량기업부,보통주,500,"15,930,310"
KR7194480000,194480,데브시스터즈,데브시스터즈,Devsisters corporation,2014/10/06,KOSDAQ,주권,우량기업부,보통주,500,"11,986,160"
KR7263800005,263800,데이타솔루션,데이타솔루션,"Datasolution, Inc.",2017/08/03,KOSDAQ,주권,중견기업부,보통주,500,"16,216,380"
KR7206560005,206560,덱스터스튜디오,덱스터,"Dexter studios Co., Ltd.",2015/12/22,KOSDAQ,주권,기술성장기업부,보통주,500,"25,411,736"
KR7261200000,261200,덴티스,덴티스,"DENTIS CO.,LTD",2017/06/26,KOSDAQ,주권,벤처기업부,보통주,500,"15,754,342"
KR7067990002,067990,도이치모터스,도이치모터스,DEUTSCH MOTORS INC.,2004/12/03,KOSDAQ,주권,우량기업부,보통주,500,"31,181,550"
KR7006620009,006620,동구바이오제약,동구바이오제약,"DongKoo Bio & Pharma Co., Ltd.",2018/02/13,KOSDAQ,주권,우량기업부,보통주,500,"28,464,992"
KR7005160007,005160,동국산업,동국산업,DONGKUK INDUSTRIES COMPANY,1999/06/25,KOSDAQ,주권,우량기업부,보통주,"1,000","54,244,482"
KR7075970004,075970,동국알앤에스,동국알앤에스,"DONGKUK REFRACTORIES & STEEL CO., LTD.",2004/02/13,KOSDAQ,주권,우량기업부,보통주,"1,000","18,400,000"
KR7100130004,100130,동국에스엔씨,동국S&C,DONGKUK STRUCTURES & CONSTRUCTION COMPANY LIMITED,2009/08/31,KOSDAQ,주권,우량기업부,보통주,500,"57,143,000"
KR7086450004,086450,동국제약,동국제약,"DongKook Pharmaceutical Co.,Ltd.",2007/05/29,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"44,460,000"
KR7099410003,099410,동방선기,동방선기,"Dongbang Ship Machinery Co., Ltd",2009/11/10,KOSDAQ,주권,중견기업부,보통주,500,"13,541,002"
KR7033500000,033500,동성화인텍,동성화인텍,"DONGSUNG FINETEC CO., Ltd",1997/12/19,KOSDAQ,주권,우량기업부,보통주,500,"29,989,494"
KR7025950007,025950,동신건설,동신건설,DongshinEngineering&Construction,1995/08/07,KOSDAQ,주권,중견기업부,보통주,500,"8,400,000"
KR7088130000,088130,동아엘텍,동아엘텍,"DONG A ELTEK Co., Ltd",2007/01/03,KOSDAQ,주권,우량기업부,보통주,500,"10,662,938"
KR7041930009,041930,동아화성,동아화성,"DONG-A HWA SUNG CO.,LTD",2001/12/26,KOSDAQ,주권,우량기업부,보통주,500,"15,800,000"
KR7060380003,060380,동양에스텍,동양에스텍,"Dongyang S·TEC Co., Ltd.",2002/02/05,KOSDAQ,주권,우량기업부,보통주,500,"19,700,000"
KR7079960001,079960,동양이엔피,동양이엔피,DONGYANG E&P INC.,2005/02/01,KOSDAQ,주권,우량기업부,보통주,500,"7,860,000"
KR7228340006,228340,동양파일,동양파일,"TONGYANG PILE, Inc.",2016/04/06,KOSDAQ,주권,중견기업부,보통주,500,"20,000,000"
KR7088910005,088910,동우팜투테이블,동우팜투테이블,"DONGWOO FARM TO TABLE CO., LTD",2006/06/23,KOSDAQ,주권,중견기업부,보통주,500,"25,831,764"
KR7094170008,094170,동운아나텍,동운아나텍,"DONGWOON ANATECH CO.,LTD.",2015/06/30,KOSDAQ,주권,벤처기업부,보통주,500,"18,952,781"
KR7013120001,013120,동원개발,동원개발,DongwonDevelopment,1994/12/29,KOSDAQ,주권,우량기업부,보통주,500,"90,808,100"
KR7109860007,109860,동일금속,동일금속,"DONGIL METAL CO., LTD.",2009/07/28,KOSDAQ,주권,우량기업부,보통주,500,"9,100,000"
KR7032960007,032960,동일기연,동일기연,DongilTechnology,1997/07/18,KOSDAQ,주권,중견기업부,보통주,500,"3,806,489"
KR7023790009,023790,동일철강,동일철강,DongilSteel,1994/11/07,KOSDAQ,주권,중견기업부,보통주,500,"19,712,667"
KR7005290002,005290,동진쎄미켐,동진쎄미켐,"DONGJIN SEMICHEM CO., LTD.",1999/12/21,KOSDAQ,주권,우량기업부,보통주,500,"51,414,494"
KR7025900002,025900,동화기업,동화기업,"DONGWHA ENTERPRISE CO., LTD.",1995/08/07,KOSDAQ,주권,우량기업부,보통주,500,"20,215,395"
KR7131970006,131970,두산테스나,두산테스나,DOOSAN TESNA,2013/10/22,KOSDAQ,주권,우량기업부,보통주,500,"17,006,566"
KR7073190001,073190,듀오백,듀오백,"DUOBACK CO., LTD.",2004/02/06,KOSDAQ,주권,중견기업부,보통주,500,"11,968,040"
KR7030350003,030350,드래곤플라이,드래곤플라이,"Dragonfly GF Co., Ltd.",1997/11/10,KOSDAQ,주권,중견기업부,보통주,500,"69,388,973"
KR7203650007,203650,드림시큐리티,드림시큐리티,"Dream Security Co.,Ltd.",2014/10/13,KOSDAQ,주권,벤처기업부,보통주,100,"50,605,754"
KR7223250002,223250,드림씨아이에스,드림씨아이에스,DreamCIS INC.,2020/05/22,KOSDAQ,주권,중견기업부,보통주,500,"23,709,280"
KR7060570009,060570,드림어스컴퍼니,드림어스컴퍼니,Dreamus Company,2003/12/19,KOSDAQ,주권,중견기업부,보통주,500,"75,621,573"
KR7217620004,217620,디딤이앤에프,디딤이앤에프,Didim E&F,2015/06/10,KOSDAQ,주권,중견기업부,보통주,100,"57,747,210"
KR7016670002,016670,디모아,디모아,DMOA,1993/04/21,KOSDAQ,주권,중견기업부,보통주,500,"101,858,024"
KR7187870001,187870,디바이스이엔지,디바이스이엔지,"Device ENG CO.,Ltd",2017/12/20,KOSDAQ,주권,우량기업부,보통주,500,"7,036,609"
KR7456440007,456440,디비금융제11호기업인수목적,DB금융스팩11호,"DB Finance No.11 Special Purpose Acquisition Co., Ltd.",2023/07/12,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,315,000"
KR7066670001,066670,디스플레이테크,디스플레이텍,"Display Tech Co.,Ltd",2002/12/30,KOSDAQ,주권,우량기업부,보통주,500,"18,691,918"
KR7110990009,110990,디아이티,디아이티,"Digital Imaging Technology, Inc.",2018/08/07,KOSDAQ,주권,우량기업부,보통주,100,"18,900,000"
KR7263690000,263690,디알젬,디알젬,DRGEM CORPORATION,2018/11/22,KOSDAQ,주권,우량기업부,보통주,500,"11,325,610"
KR7214680001,214680,디알텍,디알텍,DRTECH Corporation,2015/04/20,KOSDAQ,주권,벤처기업부,보통주,100,"72,520,480"
KR7263720005,263720,디앤씨미디어,디앤씨미디어,"D&C MEDIA CO.,LTD.",2017/08/01,KOSDAQ,주권,중견기업부,보통주,500,"12,487,434"
KR7376300000,376300,디어유,디어유,"DEAR U Co.,Ltd.",2021/11/10,KOSDAQ,주권,기술성장기업부,보통주,500,"23,738,406"
KR7241520006,241520,디에스씨인베스트먼트,DSC인베스트먼트,DSC Investment Inc.,2016/12/19,KOSDAQ,주권,중견기업부,보통주,500,"27,811,403"
KR7109740001,109740,디에스케이,디에스케이,"DSK Co.,Ltd.",2009/09/23,KOSDAQ,주권,벤처기업부,보통주,500,"27,024,910"
KR7025440009,025440,디에이치오토웨어,DH오토웨어,DHAUTOWARE,1995/05/22,KOSDAQ,주권,중견기업부,보통주,"2,500","30,781,224"
KR7196490007,196490,디에이테크놀로지,디에이테크놀로지,"DA Technology Co.,Ltd.",2014/11/19,KOSDAQ,주권,벤처기업부,보통주,"2,500","33,881,872"
KR7066900002,066900,디에이피,디에이피,"DAP Co., Ltd",2004/05/14,KOSDAQ,주권,우량기업부,보통주,500,"22,744,503"
KR7180400004,180400,디엑스앤브이엑스,DXVX,Dx & Vx,2015/11/20,KOSDAQ,주권,중견기업부,보통주,500,"30,219,432"
KR7127120004,127120,디엔에이링크,디엔에이링크,"DNA Link, Inc",2011/12/26,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"18,686,556"
KR7092070002,092070,디엔에프,디엔에프,"DNF Co., Ltd.",2007/11/16,KOSDAQ,주권,우량기업부,보통주,500,"11,571,858"
KR7068790005,068790,디엠에스,DMS,"DMS Co.,Ltd.",2004/10/01,KOSDAQ,주권,우량기업부,보통주,500,"24,573,061"
KR7039840004,039840,디오,디오,DIO Corporation,2000/06/29,KOSDAQ,주권,우량기업부,보통주,500,"15,881,755"
KR7219550001,219550,디와이디,디와이디,DYD,2015/07/22,KOSDAQ,주권,중견기업부,보통주,500,"52,286,445"
KR7310870001,310870,디와이씨,디와이씨,DYC,2018/12/20,KOSDAQ,주권,벤처기업부,보통주,100,"20,687,271"
KR7104460001,104460,디와이피엔에프,디와이피엔에프,"DYPNF CO.,LTD",2009/12/22,KOSDAQ,주권,우량기업부,보통주,500,"10,713,625"
KR7079810008,079810,디이엔티,디이엔티,"DE&T Co., Ltd.",2005/01/26,KOSDAQ,주권,중견기업부,보통주,500,"22,028,094"
KR7113810006,113810,디젠스,디젠스,"Dgenx Co., Ltd.",2012/11/22,KOSDAQ,주권,중견기업부,보통주,500,"32,628,051"
KR7043360007,043360,디지아이,디지아이,Digital Graphics Incorporation,2001/07/20,KOSDAQ,주권,벤처기업부,보통주,500,"9,000,000"
KR7197140007,197140,디지캡,디지캡,DigiCAP,2018/09/07,KOSDAQ,주권,벤처기업부,보통주,500,"9,580,854"
KR7068930007,068930,디지털대성,디지털대성,"Digital Daesung Co., Ltd.",2003/10/17,KOSDAQ,주권,우량기업부,보통주,500,"27,675,342"
KR7033130006,033130,디지틀조선일보,디지틀조선,DigitalChosun,1997/08/06,KOSDAQ,주권,중견기업부,보통주,500,"37,115,267"
KR7060900008,060900,디지피,DGP,DGP,2002/09/17,KOSDAQ,주권,중견기업부,보통주,"1,000","25,258,229"
KR7105740005,105740,디케이락,디케이락,DK-Lok Corporation,2010/11/12,KOSDAQ,주권,우량기업부,보통주,500,"10,156,513"
KR7263020000,263020,디케이앤디,디케이앤디,DK&D,2018/11/20,KOSDAQ,주권,벤처기업부,보통주,500,"15,376,404"
KR7290550003,290550,디케이티,디케이티,"DK Tech Co., Ltd.",2018/12/21,KOSDAQ,주권,우량기업부,보통주,500,"18,668,371"
KR7187220009,187220,디티앤씨,디티앤씨,Dt&C,2014/12/17,KOSDAQ,주권,벤처기업부,보통주,500,"11,698,021"
KR7383930005,383930,디티앤씨알오,디티앤씨알오,"DT&CRO CO., Ltd.",2022/11/11,KOSDAQ,주권,중견기업부,보통주,500,"12,730,512"
KR7131180002,131180,딜리,딜리,"DILLI ILLUSTRATE INC.,",2011/01/31,KOSDAQ,주권,벤처기업부,보통주,100,"29,350,000"
KR7315640003,315640,딥노이드,딥노이드,DEEPNOID Inc.,2021/08/17,KOSDAQ,주권,기술성장기업부,보통주,500,"11,062,134"
KR7317120004,317120,라닉스,라닉스,RANIX INC.,2019/09/18,KOSDAQ,주권,기술성장기업부,보통주,500,"9,660,000"
KR7042510008,042510,라온시큐어,라온시큐어,"RaonSecure Co., Ltd.",2001/01/03,KOSDAQ,주권,벤처기업부,보통주,500,"56,025,871"
KR7232680009,232680,라온테크,라온테크,RAONTEC Inc.,2021/06/17,KOSDAQ,주권,기술성장기업부,보통주,500,"12,504,234"
KR7418420006,418420,라온텍,라온텍,RAONTECH INC.,2023/03/09,KOSDAQ,주권,기술성장기업부,보통주,100,"29,546,558"
KR7300120003,300120,라온피플,라온피플,LaonPeople Inc.,2019/10/18,KOSDAQ,주권,벤처기업부,보통주,500,"20,836,012"
KR7171120009,171120,라이온켐텍,라이온켐텍,"LION CHEMTECH CO., Ltd.",2013/11/19,KOSDAQ,주권,중견기업부,보통주,500,"35,901,760"
KR7388790008,388790,라이콤,라이콤,LiComm,2021/09/03,KOSDAQ,주권,벤처기업부,보통주,100,"29,913,930"
KR7069540003,069540,라이트론,라이트론,LIGHTRON INC.,2004/02/13,KOSDAQ,주권,중견기업부,보통주,500,"28,626,414"
KR7347700007,347700,라이프시맨틱스,라이프시맨틱스,Life Semantics Corp.,2021/03/23,KOSDAQ,주권,기술성장기업부,보통주,500,"15,664,510"
KR7214260002,214260,라파스,라파스,"Raphas Co., Ltd.",2019/11/11,KOSDAQ,주권,기술성장기업부,보통주,500,"8,656,916"
KR7200350007,200350,래몽래인,래몽래인,"RaemongRaein.Co.,Ltd",2021/12/30,KOSDAQ,주권,기술성장기업부,보통주,500,"6,473,104"
KR7171010002,171010,램테크놀러지,램테크놀러지,"RAM TECHNOLOGY CO., LTD.",2013/11/18,KOSDAQ,주권,벤처기업부,보통주,500,"14,204,056"
KR7084650001,084650,랩지노믹스,랩지노믹스,"LabGenomics. Co., Ltd.",2014/12/16,KOSDAQ,주권,우량기업부,보통주,500,"74,239,990"
KR7217500008,217500,러셀,러셀,"RUSSELL CO., LTD.",2015/06/16,KOSDAQ,주권,벤처기업부,보통주,100,"31,812,000"
KR7141080002,141080,레고켐바이오사이언스,레고켐바이오,LegoChem Biosciences Inc.,2013/05/10,KOSDAQ GLOBAL,주권,기술성장기업부,보통주,500,"28,120,310"
KR7038390001,038390,레드캡투어,레드캡투어,"RedcapTour Co., Ltd.",2000/02/01,KOSDAQ,주권,우량기업부,보통주,500,"8,589,480"
KR7294140009,294140,레몬,레몬,LEMON COMPANY LIMITED,2020/02/28,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"42,000,000"
KR7443250006,443250,레뷰코퍼레이션,레뷰코퍼레이션,RevuCorporation Inc,2023/10/06,KOSDAQ,주권,벤처기업부,보통주,500,"11,095,526"
KR7228670006,228670,레이,레이,"Ray Co., Ltd.",2019/08/08,KOSDAQ,주권,우량기업부,보통주,500,"15,284,043"
KR7228850004,228850,레이언스,레이언스,"RAYENCE CO., LTD.",2016/04/11,KOSDAQ,주권,우량기업부,보통주,500,"16,591,014"
KR7412350001,412350,레이저쎌,레이저쎌,Laserssel Co. Ltd.,2022/06/24,KOSDAQ,주권,기술성장기업부,보통주,500,"8,706,472"
KR7281740001,281740,레이크머티리얼즈,레이크머티리얼즈,"Lake Materials Co., Ltd.",2017/12/12,KOSDAQ,주권,우량기업부,보통주,100,"65,730,548"
KR7277810008,277810,레인보우로보틱스,레인보우로보틱스,Rainbow Robotics,2021/02/03,KOSDAQ,주권,기술성장기업부,보통주,500,"19,399,858"
KR7215100009,215100,로보로보,로보로보,"RoboRobo Co., Ltd.",2015/04/22,KOSDAQ,주권,벤처기업부,보통주,100,"20,348,454"
KR7090360009,090360,로보스타,로보스타,"Robostar Co.,Ltd.",2011/10/17,KOSDAQ,주권,중견기업부,보통주,500,"9,750,000"
KR7108490004,108490,로보티즈,로보티즈,ROBOTIS,2018/10/26,KOSDAQ,주권,기술성장기업부,보통주,500,"12,811,399"
HK0000295359,900260,로스웰인터내셔널,로스웰,"Rothwell International Co., Limited",2016/06/30,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,"36,031,288"
KR7067730002,067730,로지시스,로지시스,LOGISYS INC.,2015/07/29,KOSDAQ,주권,중견기업부,보통주,500,"9,673,922"
KR7071280002,071280,로체시스템즈,로체시스템즈,RORZE SYSTEMS CORPORATION,2003/11/14,KOSDAQ,주권,우량기업부,보통주,500,"15,296,603"
KR7328130000,328130,루닛,루닛,Lunit Inc.,2022/07/21,KOSDAQ,주권,기술성장기업부,보통주,500,"28,702,277"
KR7038060000,038060,루멘스,루멘스,"LUMENS CO., LTD.",2006/08/08,KOSDAQ,주권,중견기업부,보통주,500,"48,103,069"
KR7060240009,060240,룽투코리아,룽투코리아,LONGTU KOREA Inc.,2002/01/04,KOSDAQ,주권,중견기업부,보통주,500,"25,429,284"
KR7058470006,058470,리노공업,리노공업,LEENO Industrial Inc,2001/12/18,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"15,242,370"
KR7039980008,039980,리노스,리노스,LEENOS CORP.,2002/08/13,KOSDAQ,주권,중견기업부,보통주,500,"50,534,948"
KR7019570001,019570,리더스 기술투자,리더스 기술투자,"Leaders Technology Investment Co.,Ltd",1989/03/14,KOSDAQ,주권,중견기업부,보통주,500,"52,470,040"
KR7016100000,016100,리더스코스메틱,리더스코스메틱,"LEADERS COSMETICS CO.,LTD.",2003/01/15,KOSDAQ,주권,중견기업부,보통주,500,"19,100,894"
KR7012700001,012700,리드코프,리드코프,"The LEADCORP, Inc.",1996/01/19,KOSDAQ,주권,우량기업부,보통주,500,"26,446,135"
KR7302550009,302550,리메드,리메드,"REMED CO.,LTD.",2019/12/06,KOSDAQ,주권,기술성장기업부,보통주,100,"30,638,080"
KR7073570004,073570,리튬포어스,리튬포어스,Lithium-for-earth,2004/01/06,KOSDAQ,주권,중견기업부,보통주,500,"28,867,125"
KR7377450002,377450,리파인,리파인,"REFINE Co., Ltd",2021/10/29,KOSDAQ,주권,중견기업부,보통주,100,"17,330,000"
KR7277070009,277070,린드먼아시아인베스트먼트,린드먼아시아,Lindeman Asia Investment Corporation,2018/03/14,KOSDAQ,주권,중견기업부,보통주,500,"13,692,000"
KR7042500009,042500,링네트,링네트,"RingNet Co., Ltd.",2002/01/10,KOSDAQ,주권,우량기업부,보통주,500,"15,356,878"
KR7219420007,219420,링크제니시스,링크제니시스,"Linkgenesis Co., Ltd.",2018/02/05,KOSDAQ,주권,기술성장기업부,보통주,100,"11,469,507"
KR7439090002,439090,마녀공장,마녀공장,"Manyo Factory Co., Ltd.",2023/06/08,KOSDAQ,주권,중견기업부,보통주,100,"16,378,260"
KR7195500004,195500,마니커에프앤지,마니커에프앤지,Maniker F&G,2019/08/20,KOSDAQ,주권,중견기업부,보통주,500,"15,928,000"
KR7377480009,377480,마음에이아이,마음AI,"MAUM.AI, INC.",2021/11/23,KOSDAQ,주권,기술성장기업부,보통주,500,"6,151,333"
KR7305090003,305090,마이크로디지탈,마이크로디지탈,"Micro Digital Co., Ltd.",2019/06/05,KOSDAQ,주권,기술성장기업부,보통주,500,"15,636,664"
KR7424980001,424980,마이크로투나노,마이크로투나노,"MICRO2NANO, Inc.",2023/04/26,KOSDAQ,주권,기술성장기업부,보통주,500,"5,918,890"
KR7169330008,169330,마크로밀엠브레인,엠브레인,"Macromill Embrain Co., Ltd.",2020/07/01,KOSDAQ,주권,중견기업부,보통주,500,"18,256,918"
KR7038290003,038290,마크로젠,마크로젠,"Macrogen, Inc.",2000/02/22,KOSDAQ,주권,우량기업부,보통주,500,"10,841,400"
KR7267980001,267980,매일유업,매일유업,"Maeil Dairies Co., Ltd.",2017/06/05,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"7,843,638"
KR7005990007,005990,매일홀딩스,매일홀딩스,"MAEIL HOLDINGS CO., LTD.",1999/05/14,KOSDAQ,주권,우량기업부,보통주,500,"13,718,304"
KR7093520005,093520,매커스,매커스,MAKUS,2007/02/12,KOSDAQ,주권,우량기업부,보통주,500,"16,163,092"
KR7377030002,377030,맥스트,맥스트,"MAXST CO., LTD",2021/07/27,KOSDAQ,주권,기술성장기업부,보통주,500,"19,570,882"
KR7100590009,100590,머큐리,머큐리,Mercury Corporation,2018/12/14,KOSDAQ,주권,우량기업부,보통주,500,"15,830,023"
KR7067280008,067280,멀티캠퍼스,멀티캠퍼스,Multicampus Corporation,2006/11/16,KOSDAQ,주권,우량기업부,보통주,500,"5,926,779"
